doctor_id,facility_id,age
D2796,F0239,48
D2797,F0137,40
D2798,F0289,49
D2799,F0003,61
D2800,F0217,57
D2801,F0245,48
D2802,F0276,64
D2803,F0048,64
D2804,F0296,47
D2805,F0118,57
D2806,F0106,43
D2807,F0107,61
D2808,F0192,44
D2809,F0198,41
D2810,F0143,37
D2811,F0022,59
D2812,F0296,42
D2813,F0067,59
D2814,F0029,35
D2815,F0180,49
D2816,F0124,46
D2817,F0185,47
D2818,F0263,38
D2819,F0030,35
D2820,F0086,44
D2821,F0155,48
D2822,F0237,58
D2823,F0181,47
D2824,F0115,40
D2825,F0184,41
D2826,F0294,52
D2827,F0145,46
D2828,F0266,61
D2829,F0234,47
D2830,F0091,51
D2831,F0075,35
D2832,F0232,39
D2833,F0063,60
D2834,F0102,44
D2835,F0071,46
D2836,F0182,51
D2837,F0089,34
D2838,F0198,49
D2839,F0281,44
D2840,F0249,37
D2841,F0285,46
D2842,F0008,47
D2843,F0137,38
D2844,F0067,50
D2845,F0276,56
D2846,F0214,41
D2847,F0097,63
D2848,F0170,52
D2849,F0182,57
D2850,F0149,35
D2851,F0143,57
D2852,F0017,43
D2853,F0136,55
D2854,F0105,58
D2855,F0246,41
D2856,F0260,41
D2857,F0226,34
D2858,F0010,52
D2859,F0253,57
D2860,F0119,46
D2861,F0125,38
D2862,F0284,43
D2863,F0261,45
D2864,F0016,62
D2865,F0108,36
D2866,F0225,43
D2867,F0162,53
D2868,F0078,40
D2869,F0158,61
D2870,F0260,62
D2871,F0067,45
D2872,F0224,56
D2873,F0221,57
D2874,F0266,54
D2875,F0090,38
D2876,F0065,34
D2877,F0165,44
D2878,F0160,37
D2879,F0123,42
D2880,F0234,53
D2881,F0240,51
D2882,F0074,39
D2883,F0239,33
D2884,F0070,40
D2885,F0123,47
D2886,F0009,57
D2887,F0103,44
D2888,F0288,42
D2889,F0133,50
D2890,F0214,35
D2891,F0033,40
D2892,F0191,34
D2893,F0112,49
D2894,F0224,47
D2895,F0279,51
D2896,F0160,52
D2897,F0031,45
D2898,F0143,60
D2899,F0037,62
D2900,F0135,36
D2901,F0019,62
D2902,F0193,39
D2903,F0094,40
D2904,F0061,49
D2905,F0006,33
D2906,F0267,44
D2907,F0252,39
D2908,F0244,48
D2909,F0018,59
D2910,F0105,62
D2911,F0292,39
D2912,F0174,50
D2913,F0039,48
D2914,F0043,46
D2915,F0079,53
D2916,F0292,64
D2917,F0051,45
D2918,F0271,35
D2919,F0204,62
D2920,F0277,62
D2921,F0248,43
D2922,F0100,49
D2923,F0249,60
D2924,F0051,49
D2925,F0088,48
D2926,F0064,62
D2927,F0040,59
D2928,F0028,49
D2929,F0057,38
D2930,F0037,47
D2931,F0115,54
D2932,F0022,41
D2933,F0019,50
D2934,F0297,54
D2935,F0027,35
D2936,F0023,51
D2937,F0010,56
D2938,F0040,39
D2939,F0159,50
D2940,F0249,55
D2941,F0221,34
D2942,F0175,53
D2943,F0026,41
D2944,F0233,45
D2945,F0012,53
D2946,F0190,33
D2947,F0123,33
D2948,F0265,47
D2949,F0093,63
D2950,F0192,33
D2951,F0132,58
D2952,F0157,35
D2953,F0282,48
D2954,F0214,46
D2955,F0125,47
D2956,F0135,35
D2957,F0212,57
D2958,F0104,41
D2959,F0051,57
D2960,F0141,53
D2961,F0021,50
D2962,F0051,42
D2963,F0127,53
D2964,F0239,64
D2965,F0235,62
D2966,F0079,62
D2967,F0127,40
D2968,F0047,51
D2969,F0227,45
D2970,F0074,63
D2971,F0240,63
D2972,F0253,60
D2973,F0207,38
D2974,F0100,43
D2975,F0286,55
D2976,F0206,56
D2977,F0194,44
D2978,F0257,37
D2979,F0265,37
D2980,F0024,54
D2981,F0265,47
D2982,F0230,48
D2983,F0062,59
D2984,F0093,33
D2985,F0226,57
D2986,F0065,41
D2987,F0136,62
D2988,F0207,63
D2989,F0196,49
D2990,F0273,43
D2991,F0034,40
D2992,F0089,38
D2993,F0296,64
D2994,F0171,39
D2995,F0075,47
D2996,F0087,48
D2997,F0102,54
D2998,F0167,59
D2999,F0086,50
D3000,F0187,57
D3001,F0134,51
D3002,F0184,46
D3003,F0047,38
D3004,F0188,39
D3005,F0278,46
D3006,F0041,34
D3007,F0099,43
D3008,F0209,47
D3009,F0186,48
D3010,F0203,59
D3011,F0168,63
D3012,F0205,56
D3013,F0183,35
D3014,F0023,46
D3015,F0226,56
D3016,F0135,52
D3017,F0016,47
D3018,F0123,46
D3019,F0131,45
D3020,F0027,51
D3021,F0299,38
D3022,F0067,49
D3023,F0100,39
D3024,F0133,54
D3025,F0250,60
D3026,F0223,49
D3027,F0232,45
D3028,F0072,63
D3029,F0254,54
D3030,F0249,46
D3031,F0140,33
D3032,F0164,33
D3033,F0012,40
D3034,F0229,40
D3035,F0289,56
D3036,F0142,49
D3037,F0163,64
D3038,F0150,50
D3039,F0025,61
D3040,F0186,50
D3041,F0217,44
D3042,F0279,55
D3043,F0279,47
D3044,F0148,41
D3045,F0288,48
D3046,F0159,54
D3047,F0193,45
D3048,F0181,55
D3049,F0300,64
D3050,F0222,46
D3051,F0037,42
D3052,F0022,45
D3053,F0123,59
D3054,F0155,38
D3055,F0201,64
D3056,F0145,46
D3057,F0155,59
D3058,F0277,58
D3059,F0101,58
D3060,F0149,62
D3061,F0168,38
D3062,F0141,51
D3063,F0291,36
D3064,F0289,42
D3065,F0154,34
D3066,F0136,54
D3067,F0177,52
D3068,F0055,56
D3069,F0128,38
D3070,F0066,43
D3071,F0044,54
D3072,F0029,59
D3073,F0177,61
D3074,F0001,35
D3075,F0194,45
D3076,F0130,33
D3077,F0110,59
D3078,F0231,36
D3079,F0162,59
D3080,F0221,37
D3081,F0213,33
D3082,F0010,61
D3083,F0065,47
D3084,F0171,46
D3085,F0293,53
D3086,F0047,41
D3087,F0032,55
D3088,F0283,46
D3089,F0291,41
D3090,F0051,45
D3091,F0121,33
D3092,F0188,42
D3093,F0059,51
D3094,F0098,37
D3095,F0119,36
D3096,F0193,53
D3097,F0093,46
D3098,F0124,37
D3099,F0087,56
D3100,F0228,57
D3101,F0046,34
D3102,F0070,39
D3103,F0075,44
D3104,F0272,56
D3105,F0284,35
D3106,F0151,58
D3107,F0047,43
D3108,F0227,37
D3109,F0148,60
D3110,F0255,35
D3111,F0108,37
D3112,F0300,63
D3113,F0243,49
D3114,F0068,47
D3115,F0218,54
D3116,F0087,53
D3117,F0105,52
D3118,F0076,33
D3119,F0205,50
D3120,F0079,41
D3121,F0192,58
D3122,F0175,49
D3123,F0226,36
D3124,F0299,61
D3125,F0003,42
D3126,F0298,41
D3127,F0033,62
D3128,F0159,57
D3129,F0103,60
D3130,F0192,54
D3131,F0217,62
D3132,F0258,36
D3133,F0121,52
D3134,F0280,42
D3135,F0097,45
D3136,F0062,40
D3137,F0114,39
D3138,F0159,47
D3139,F0201,62
D3140,F0250,53
D3141,F0068,44
D3142,F0091,46
D3143,F0282,49
D3144,F0132,40
D3145,F0073,49
D3146,F0296,55
D3147,F0135,40
D3148,F0296,51
D3149,F0276,55
D3150,F0272,49
D3151,F0175,42
D3152,F0240,50
D3153,F0289,58
D3154,F0081,40
D3155,F0012,51
D3156,F0097,54
D3157,F0192,43
D3158,F0165,45
D3159,F0025,61
D3160,F0169,44
D3161,F0053,52
D3162,F0152,37
D3163,F0173,62
D3164,F0192,52
D3165,F0124,57
D3166,F0123,52
D3167,F0204,44
D3168,F0225,43
D3169,F0243,55
D3170,F0101,60
D3171,F0128,37
D3172,F0100,60
D3173,F0159,59
D3174,F0039,36
D3175,F0130,36
D3176,F0057,55
D3177,F0160,59
D3178,F0256,45
D3179,F0296,53
D3180,F0134,64
D3181,F0017,43
D3182,F0069,40
D3183,F0032,64
D3184,F0228,41
D3185,F0296,48
D3186,F0167,47
D3187,F0054,49
D3188,F0007,41
D3189,F0293,54
D3190,F0095,55
D3191,F0034,39
D3192,F0054,48
D3193,F0077,34
D3194,F0197,40
D3195,F0268,64
D3196,F0083,49
D3197,F0207,52
D3198,F0020,61
D3199,F0004,55
D3200,F0017,58
D3201,F0277,55
D3202,F0175,48
D3203,F0242,53
D3204,F0007,42
D3205,F0007,61
D3206,F0255,38
D3207,F0031,61
D3208,F0047,61
D3209,F0156,37
D3210,F0182,55
D3211,F0069,64
D3212,F0134,51
D3213,F0203,43
D3214,F0133,61
D3215,F0115,49
D3216,F0022,36
D3217,F0136,40
D3218,F0241,54
D3219,F0189,47
D3220,F0268,39
D3221,F0038,58
D3222,F0004,36
D3223,F0165,40
D3224,F0054,47
D3225,F0179,34
D3226,F0272,45
D3227,F0102,62
D3228,F0165,63
D3229,F0205,60
D3230,F0046,43
D3231,F0270,35
D3232,F0061,59
D3233,F0243,44
D3234,F0198,56
D3235,F0043,36
D3236,F0218,54
D3237,F0059,51
D3238,F0180,62
D3239,F0288,36
D3240,F0286,46
D3241,F0262,64
D3242,F0149,45
D3243,F0168,54
D3244,F0091,38
D3245,F0277,56
D3246,F0144,41
D3247,F0232,51
D3248,F0108,61
D3249,F0223,54
D3250,F0068,48
D3251,F0221,39
D3252,F0014,43
D3253,F0032,60
D3254,F0106,39
D3255,F0145,54
D3256,F0214,48
D3257,F0108,43
D3258,F0006,55
D3259,F0098,44
D3260,F0132,42
D3261,F0164,49
D3262,F0194,57
D3263,F0075,60
D3264,F0184,53
D3265,F0190,54
D3266,F0233,58
D3267,F0157,41
D3268,F0244,41
D3269,F0067,48
D3270,F0214,53
D3271,F0014,53
D3272,F0031,37
D3273,F0260,57
D3274,F0143,44
D3275,F0187,61
D3276,F0182,56
D3277,F0209,64
D3278,F0074,53
D3279,F0054,49
D3280,F0013,39
D3281,F0260,45
D3282,F0068,60
D3283,F0173,45
D3284,F0137,34
D3285,F0049,40
D3286,F0125,52
D3287,F0025,53
D3288,F0054,64
D3289,F0042,62
D3290,F0248,50
D3291,F0171,50
D3292,F0278,58
D3293,F0131,34
D3294,F0061,52
D3295,F0183,48
D3296,F0279,58
D3297,F0160,58
D3298,F0006,53
D3299,F0092,54
D3300,F0278,55
D3301,F0156,51
D3302,F0286,40
D3303,F0153,42
D3304,F0004,56
D3305,F0262,52
D3306,F0229,40
D3307,F0215,61
D3308,F0292,64
D3309,F0059,53
D3310,F0272,40
D3311,F0070,63
D3312,F0292,40
D3313,F0058,46
D3314,F0166,60
D3315,F0237,49
D3316,F0024,40
D3317,F0021,35
D3318,F0255,44
D3319,F0019,54
D3320,F0185,55
D3321,F0282,40
D3322,F0185,38
D3323,F0145,55
D3324,F0126,38
D3325,F0192,35
D3326,F0172,48
D3327,F0151,51
D3328,F0047,40
D3329,F0199,39
D3330,F0222,40
D3331,F0213,43
D3332,F0023,33
D3333,F0211,33
D3334,F0219,44
D3335,F0056,33
D3336,F0255,43
D3337,F0158,51
D3338,F0142,33
D3339,F0217,52
D3340,F0153,52
D3341,F0164,51
D3342,F0094,53
D3343,F0279,58
D3344,F0291,35
D3345,F0040,38
D3346,F0220,43
D3347,F0008,55
D3348,F0111,60
D3349,F0291,62
D3350,F0053,51
D3351,F0114,46
D3352,F0066,46
D3353,F0219,34
D3354,F0140,47
D3355,F0178,49
D3356,F0283,39
D3357,F0157,57
D3358,F0221,58
D3359,F0030,42
D3360,F0065,62
D3361,F0285,36
D3362,F0258,62
D3363,F0198,57
D3364,F0114,40
D3365,F0060,53
D3366,F0256,42
D3367,F0236,58
D3368,F0073,38
D3369,F0177,40
D3370,F0186,42
D3371,F0144,39
D3372,F0279,43
D3373,F0038,52
D3374,F0078,53
D3375,F0029,50
D3376,F0208,39
D3377,F0194,39
D3378,F0297,62
D3379,F0163,41
D3380,F0046,36
D3381,F0136,47
D3382,F0027,33
D3383,F0202,43
D3384,F0203,60
D3385,F0258,41
D3386,F0102,55
D3387,F0094,48
D3388,F0022,44
D3389,F0125,54
D3390,F0143,52
D3391,F0227,43
D3392,F0227,40
D3393,F0043,62
D3394,F0086,38
D3395,F0154,63
D3396,F0101,48
D3397,F0008,64
D3398,F0254,44
D3399,F0220,51
D3400,F0157,52
D3401,F0096,43
D3402,F0253,39
D3403,F0011,49
D3404,F0134,54
D3405,F0241,41
D3406,F0286,57
D3407,F0076,53
D3408,F0196,38
D3409,F0057,63
D3410,F0035,34
D3411,F0106,53
D3412,F0266,47
D3413,F0207,53
D3414,F0147,57
D3415,F0085,54
D3416,F0043,53
D3417,F0082,59
D3418,F0046,55
D3419,F0057,59
D3420,F0207,45
D3421,F0040,39
D3422,F0015,40
D3423,F0163,52
D3424,F0086,50
D3425,F0137,35
D3426,F0042,39
D3427,F0063,63
D3428,F0133,56
D3429,F0208,57
D3430,F0125,39
D3431,F0163,35
D3432,F0157,42
D3433,F0081,60
D3434,F0084,49
D3435,F0128,58
D3436,F0010,48
D3437,F0206,48
D3438,F0185,52
D3439,F0092,63
D3440,F0113,46
D3441,F0099,52
D3442,F0196,62
D3443,F0228,44
D3444,F0033,59
D3445,F0124,50
D3446,F0005,61
D3447,F0136,47
D3448,F0075,53
D3449,F0101,43
D3450,F0137,53
D3451,F0098,43
D3452,F0119,52
D3453,F0230,58
D3454,F0244,46
D3455,F0002,46
D3456,F0114,43
D3457,F0255,56
D3458,F0160,51
D3459,F0062,49
D3460,F0179,33
D3461,F0044,36
D3462,F0007,33
D3463,F0190,60
D3464,F0155,60
D3465,F0227,35
D3466,F0104,34
D3467,F0257,58
D3468,F0127,49
D3469,F0222,42
D3470,F0031,52
D3471,F0030,40
D3472,F0235,39
D3473,F0251,44
D3474,F0283,61
D3475,F0098,57
D3476,F0007,39
D3477,F0294,50
D3478,F0181,61
D3479,F0075,63
D3480,F0230,57
D3481,F0272,37
D3482,F0086,40
D3483,F0231,39
D3484,F0237,37
D3485,F0151,38
D3486,F0190,43
D3487,F0081,50
D3488,F0279,45
D3489,F0295,46
D3490,F0295,40
D3491,F0222,37
D3492,F0013,64
D3493,F0110,52
D3494,F0134,40
D3495,F0288,58
D3496,F0165,59
D3497,F0161,63
D3498,F0045,38
D3499,F0239,53
D3500,F0101,64
D3501,F0028,58
D3502,F0297,40
D3503,F0058,61
D3504,F0005,46
D3505,F0024,48
D3506,F0136,50
D3507,F0031,57
D3508,F0253,36
D3509,F0154,50
D3510,F0098,59
D3511,F0001,50
D3512,F0144,41
D3513,F0046,34
D3514,F0294,50
D3515,F0088,55
D3516,F0143,50
D3517,F0006,64
D3518,F0040,52
D3519,F0063,49
D3520,F0016,34
D3521,F0218,50
D3522,F0284,38
D3523,F0296,56
D3524,F0080,38
D3525,F0237,62
D3526,F0152,42
D3527,F0014,46
D3528,F0028,37
D3529,F0165,39
D3530,F0128,62
D3531,F0003,42
D3532,F0280,49
D3533,F0220,64
D3534,F0151,52
D3535,F0297,34
D3536,F0292,44
D3537,F0293,45
D3538,F0078,41
D3539,F0265,40
D3540,F0152,49
D3541,F0218,45
D3542,F0258,42
D3543,F0049,46
D3544,F0135,43
D3545,F0039,40
D3546,F0084,47
D3547,F0125,63
D3548,F0257,49
D3549,F0259,52
D3550,F0117,64
D3551,F0099,52
D3552,F0160,40
D3553,F0274,45
D3554,F0293,48
D3555,F0069,48
D3556,F0056,37
D3557,F0213,36
D3558,F0091,44
D3559,F0060,62
D3560,F0010,55
D3561,F0121,59
D3562,F0118,38
D3563,F0169,46
D3564,F0061,51
D3565,F0215,46
D3566,F0205,46
D3567,F0139,44
D3568,F0055,34
D3569,F0153,60
D3570,F0203,62
D3571,F0112,35
D3572,F0080,46
D3573,F0152,49
D3574,F0107,58
D3575,F0121,64
D3576,F0105,46
D3577,F0092,56
D3578,F0216,62
D3579,F0139,59
D3580,F0140,42
D3581,F0196,59
D3582,F0109,46
D3583,F0031,33
D3584,F0256,57
D3585,F0017,59
D3586,F0172,43
D3587,F0080,47
D3588,F0065,44
D3589,F0013,36
D3590,F0271,64
D3591,F0129,33
D3592,F0103,50
D3593,F0223,33
D3594,F0012,55
D3595,F0170,61
D3596,F0149,53
D3597,F0167,52
D3598,F0038,59
D3599,F0286,64
D3600,F0072,60
D3601,F0204,40
D3602,F0225,51
D3603,F0104,59
D3604,F0040,42
D3605,F0090,54
D3606,F0243,33
D3607,F0272,61
D3608,F0282,52
D3609,F0068,56
D3610,F0182,59
D3611,F0046,40
D3612,F0214,47
D3613,F0125,60
D3614,F0215,38
D3615,F0206,59
D3616,F0298,42
D3617,F0147,51
D3618,F0103,49
D3619,F0159,54
D3620,F0049,59
D3621,F0034,44
D3622,F0156,38
D3623,F0248,46
D3624,F0160,52
D3625,F0235,57
D3626,F0054,57
D3627,F0135,43
D3628,F0184,62
D3629,F0105,35
D3630,F0005,36
D3631,F0023,33
D3632,F0279,62
D3633,F0182,38
D3634,F0080,52
D3635,F0078,59
D3636,F0012,57
D3637,F0284,63
D3638,F0033,34
D3639,F0228,46
D3640,F0073,49
D3641,F0101,55
D3642,F0083,52
D3643,F0248,50
D3644,F0010,42
D3645,F0106,36
D3646,F0084,46
D3647,F0082,41
D3648,F0058,50
D3649,F0274,58
D3650,F0114,50
D3651,F0126,51
D3652,F0116,34
D3653,F0295,53
D3654,F0102,47
D3655,F0103,36
D3656,F0099,39
D3657,F0099,57
D3658,F0027,62
D3659,F0182,49
D3660,F0008,64
D3661,F0068,38
D3662,F0061,42
D3663,F0088,62
D3664,F0227,38
D3665,F0180,54
D3666,F0298,40
D3667,F0106,43
D3668,F0279,48
D3669,F0014,44
D3670,F0152,60
D3671,F0240,64
D3672,F0160,49
D3673,F0280,49
D3674,F0095,34
D3675,F0010,40
D3676,F0233,34
D3677,F0021,60
D3678,F0230,40
D3679,F0221,43
D3680,F0254,59
D3681,F0144,55
D3682,F0269,52
D3683,F0051,34
D3684,F0131,51
D3685,F0037,50
D3686,F0231,43
D3687,F0215,56
D3688,F0242,62
D3689,F0230,41
D3690,F0093,43
D3691,F0021,43
D3692,F0279,59
D3693,F0148,35
D3694,F0029,61
D3695,F0279,57
D3696,F0299,48
D3697,F0134,51
D3698,F0232,61
D3699,F0011,57
D3700,F0028,41
D3701,F0083,34
D3702,F0197,54
D3703,F0041,37
D3704,F0011,35
D3705,F0201,64
D3706,F0232,48
D3707,F0222,53
D3708,F0240,39
D3709,F0241,36
D3710,F0181,35
D3711,F0156,44
D3712,F0258,33
D3713,F0105,46
D3714,F0030,43
D3715,F0226,49
D3716,F0083,51
D3717,F0294,42
D3718,F0125,47
D3719,F0256,35
D3720,F0013,42
D3721,F0198,64
D3722,F0135,64
D3723,F0139,48
D3724,F0080,63
D3725,F0292,49
D3726,F0118,37
D3727,F0256,60
D3728,F0128,46
D3729,F0015,52
D3730,F0264,53
D3731,F0056,42
D3732,F0082,56
D3733,F0259,49
D3734,F0269,44
D3735,F0276,42
D3736,F0128,56
D3737,F0228,40
D3738,F0099,36
D3739,F0223,61
D3740,F0151,43
D3741,F0016,53
D3742,F0126,55
D3743,F0141,59
D3744,F0078,53
D3745,F0113,55
D3746,F0151,59
D3747,F0015,63
D3748,F0046,34
D3749,F0231,56
D3750,F0106,38
D3751,F0183,61
D3752,F0170,34
D3753,F0166,40
D3754,F0125,39
D3755,F0145,52
D3756,F0248,33
D3757,F0290,33
D3758,F0078,49
D3759,F0201,64
D3760,F0291,49
D3761,F0003,47
D3762,F0236,54
D3763,F0150,50
D3764,F0291,45
D3765,F0174,51
D3766,F0252,33
D3767,F0050,40
D3768,F0043,54
D3769,F0278,43
D3770,F0158,34
D3771,F0168,36
D3772,F0051,60
D3773,F0069,43
D3774,F0246,33
D3775,F0091,56
D3776,F0176,49
D3777,F0095,47
D3778,F0080,61
D3779,F0050,43
D3780,F0279,51
D3781,F0283,56
D3782,F0035,52
D3783,F0106,39
D3784,F0170,54
D3785,F0115,56
D3786,F0217,36
D3787,F0079,38
D3788,F0018,54
D3789,F0102,36
D3790,F0180,61
D3791,F0055,36
D3792,F0245,64
D3793,F0004,54
D3794,F0021,47
D3795,F0153,41
D3796,F0154,44
D3797,F0089,56
D3798,F0078,57
D3799,F0021,39
D3800,F0199,50
D3801,F0114,64
D3802,F0036,41
D3803,F0120,55
D3804,F0282,38
D3805,F0079,59
D3806,F0269,38
D3807,F0078,42
D3808,F0056,47
D3809,F0079,44
D3810,F0097,38
D3811,F0037,53
D3812,F0177,33
D3813,F0101,64
D3814,F0216,34
D3815,F0148,43
D3816,F0133,62
D3817,F0142,37
D3818,F0047,35
D3819,F0214,56
D3820,F0032,35
D3821,F0217,61
D3822,F0300,47
D3823,F0230,60
D3824,F0137,40
D3825,F0095,37
D3826,F0262,63
D3827,F0078,57
D3828,F0145,62
D3829,F0232,43
D3830,F0277,45
D3831,F0277,51
D3832,F0027,47
D3833,F0270,40
D3834,F0035,45
D3835,F0176,52
D3836,F0279,34
D3837,F0197,43
D3838,F0285,42
D3839,F0104,35
D3840,F0095,36
D3841,F0098,48
D3842,F0107,36
D3843,F0205,44
D3844,F0136,50
D3845,F0222,60
D3846,F0125,36
D3847,F0093,46
D3848,F0058,36
D3849,F0166,46
D3850,F0270,48
D3851,F0258,58
D3852,F0076,47
D3853,F0144,62
D3854,F0212,37
D3855,F0184,34
D3856,F0021,33
D3857,F0178,44
D3858,F0012,39
D3859,F0035,35
D3860,F0197,40
D3861,F0031,64
D3862,F0102,58
D3863,F0177,33
D3864,F0197,62
D3865,F0134,39
D3866,F0029,45
D3867,F0240,43
D3868,F0285,45
D3869,F0267,57
D3870,F0225,55
D3871,F0121,52
D3872,F0263,53
D3873,F0147,56
D3874,F0041,38
D3875,F0256,45
D3876,F0097,36
D3877,F0282,55
D3878,F0111,47
D3879,F0261,53
D3880,F0162,51
D3881,F0141,41
D3882,F0090,37
D3883,F0251,64
D3884,F0019,42
D3885,F0141,36
D3886,F0111,42
D3887,F0164,61
D3888,F0077,41
D3889,F0200,64
D3890,F0116,47
D3891,F0057,60
D3892,F0060,53
D3893,F0209,34
D3894,F0079,49
D3895,F0093,46
D3896,F0189,39
D3897,F0099,50
D3898,F0117,36
D3899,F0074,55
D3900,F0104,59
D3901,F0208,35
D3902,F0161,48
D3903,F0300,53
D3904,F0232,34
D3905,F0006,45
D3906,F0114,41
D3907,F0087,34
D3908,F0177,58
D3909,F0080,47
D3910,F0290,57
D3911,F0090,51
D3912,F0157,61
D3913,F0037,64
D3914,F0273,52
D3915,F0274,44
D3916,F0239,46
D3917,F0106,59
D3918,F0018,46
D3919,F0214,49
D3920,F0129,39
D3921,F0298,64
D3922,F0210,53
D3923,F0162,43
D3924,F0297,51
D3925,F0241,45
D3926,F0138,37
D3927,F0006,60
D3928,F0028,61
D3929,F0134,59
D3930,F0169,44
D3931,F0010,41
D3932,F0038,34
D3933,F0212,56
D3934,F0226,43
D3935,F0009,61
D3936,F0153,60
D3937,F0025,37
D3938,F0218,62
D3939,F0251,37
D3940,F0261,48
D3941,F0180,48
D3942,F0189,63
D3943,F0278,54
D3944,F0184,61
D3945,F0134,52
D3946,F0227,59
D3947,F0178,60
D3948,F0253,60
D3949,F0158,46
D3950,F0261,45
D3951,F0014,64
D3952,F0011,57
D3953,F0030,62
D3954,F0167,51
D3955,F0213,62
D3956,F0065,56
D3957,F0047,56
D3958,F0259,38
D3959,F0226,51
D3960,F0195,56
D3961,F0147,57
D3962,F0127,63
D3963,F0007,43
D3964,F0057,42
D3965,F0270,64
D3966,F0102,64
D3967,F0212,38
D3968,F0212,45
D3969,F0093,63
D3970,F0062,39
D3971,F0208,58
D3972,F0029,36
D3973,F0149,38
D3974,F0267,58
D3975,F0214,52
D3976,F0230,50
D3977,F0025,60
D3978,F0060,42
D3979,F0083,49
D3980,F0088,52
D3981,F0059,56
D3982,F0292,43
D3983,F0050,53
D3984,F0213,47
D3985,F0177,50
D3986,F0184,60
D3987,F0065,45
D3988,F0093,54
D3989,F0182,63
D3990,F0090,57
D3991,F0209,64
D3992,F0012,51
D3993,F0022,42
D3994,F0219,64
D3995,F0186,53
D3996,F0013,40
D3997,F0270,43
D3998,F0002,41
D3999,F0287,59
D4000,F0219,35
D4001,F0297,56
D4002,F0285,50
D4003,F0094,35
D4004,F0227,52
D4005,F0064,57
D4006,F0142,56
D4007,F0073,49
D4008,F0146,43
D4009,F0262,38
D4010,F0131,33
D4011,F0028,44
D4012,F0098,53
D4013,F0236,34
D4014,F0157,64
D4015,F0169,51
D4016,F0130,42
D4017,F0088,63
D4018,F0180,38
D4019,F0190,63
D4020,F0270,42
D4021,F0186,45
D4022,F0299,46
D4023,F0248,64
D4024,F0024,41
D4025,F0118,64
D4026,F0116,44
D4027,F0001,42
D4028,F0055,53
D4029,F0229,55
D4030,F0106,44
D4031,F0045,37
D4032,F0087,45
D4033,F0083,50
D4034,F0053,34
D4035,F0031,35
D4036,F0230,62
D4037,F0248,34
D4038,F0149,46
D4039,F0185,57
D4040,F0276,43
D4041,F0253,48
D4042,F0010,35
D4043,F0286,58
D4044,F0021,53
D4045,F0008,60
D4046,F0121,60
D4047,F0224,44
D4048,F0025,34
D4049,F0088,44
D4050,F0079,37
D4051,F0120,50
D4052,F0296,37
D4053,F0100,62
D4054,F0063,52
D4055,F0037,41
D4056,F0060,62
D4057,F0040,57
D4058,F0173,47
D4059,F0127,37
D4060,F0150,44
D4061,F0250,51
D4062,F0175,57
D4063,F0047,41
D4064,F0114,56
D4065,F0094,42
D4066,F0249,40
D4067,F0093,47
D4068,F0042,38
D4069,F0221,45
D4070,F0129,44
D4071,F0029,41
D4072,F0207,57
D4073,F0064,43
D4074,F0261,55
D4075,F0250,56
D4076,F0111,54
D4077,F0167,41
D4078,F0171,59
D4079,F0197,40
D4080,F0021,41
D4081,F0098,60
D4082,F0052,43
D4083,F0210,55
D4084,F0021,34
D4085,F0156,52
D4086,F0219,60
D4087,F0285,55
D4088,F0087,51
D4089,F0003,60
D4090,F0218,42
D4091,F0001,45
D4092,F0020,35
D4093,F0298,55
D4094,F0259,56
D4095,F0213,57
D4096,F0251,56
D4097,F0023,37
D4098,F0027,54
D4099,F0091,57
D4100,F0008,39
D4101,F0267,48
D4102,F0017,62
D4103,F0164,46
D4104,F0257,57
D4105,F0221,49
D4106,F0071,54
D4107,F0142,53
D4108,F0165,53
D4109,F0231,57
D4110,F0128,61
D4111,F0086,42
D4112,F0239,62
D4113,F0266,53
D4114,F0147,52
D4115,F0009,43
D4116,F0151,46
D4117,F0267,53
D4118,F0297,44
D4119,F0121,42
D4120,F0046,59
D4121,F0172,46
D4122,F0250,53
D4123,F0284,33
D4124,F0016,35
D4125,F0088,60
D4126,F0144,37
D4127,F0030,58
D4128,F0266,61
D4129,F0034,48
D4130,F0200,61
D4131,F0276,46
D4132,F0206,63
D4133,F0229,40
D4134,F0079,46
D4135,F0249,45
D4136,F0126,58
D4137,F0019,34
D4138,F0110,59
D4139,F0105,33
D4140,F0157,43
D4141,F0080,52
D4142,F0139,37
D4143,F0129,48
D4144,F0099,64
D4145,F0209,59
D4146,F0092,33
D4147,F0230,51
D4148,F0076,52
D4149,F0260,35
D4150,F0110,53
D4151,F0013,49
D4152,F0045,54
D4153,F0242,42
D4154,F0262,41
D4155,F0064,56
D4156,F0181,56
D4157,F0173,38
D4158,F0041,39
D4159,F0136,51
D4160,F0209,59
D4161,F0291,39
D4162,F0255,40
D4163,F0030,58
D4164,F0072,55
D4165,F0132,61
D4166,F0046,58
D4167,F0172,63
D4168,F0003,39
D4169,F0035,41
D4170,F0015,40
D4171,F0089,34
D4172,F0229,57
D4173,F0054,54
D4174,F0297,35
D4175,F0081,39
D4176,F0014,39
D4177,F0101,45
D4178,F0225,47
D4179,F0032,42
D4180,F0022,62
D4181,F0255,39
D4182,F0178,50
D4183,F0103,47
D4184,F0227,45
D4185,F0254,59
D4186,F0108,64
D4187,F0169,33
D4188,F0004,47
D4189,F0092,36
D4190,F0179,46
D4191,F0060,52
D4192,F0298,46
D4193,F0292,42
